Drive_ID,Vendor,Model,Firmware_Version,Temperature_C,Total_TBW_TB,Total_TBR_TB,Power_On_Hours,Unsafe_Shutdowns,Media_Errors,Percent_Life_Used,Available_Spare,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-10240,Seagate,FireCuda 530,1.1.2,32.8,576.36,564.74,16363,0,0,48.0,95.2,0,0,0
NVME-10241,Intel,670p,2.1.0,45.3,897.19,981.71,21148,1,0,74.8,92.5,0,0,0
NVME-10242,Samsung,980 Pro,3.0.5,53.5,569.52,625.64,35765,0,5,47.5,95.3,0,2,1
NVME-10243,Seagate,FireCuda 530,2.1.0,36.2,1053.72,1009.18,28578,0,0,87.8,91.2,0,0,0
NVME-10244,Samsung,980 Pro,2.0.1,37.4,791.42,765.29,21386,1,0,66.0,93.4,0,0,0
NVME-10245,Samsung,980 Pro,2.1.0,37.5,352.07,298.21,7688,1,0,29.3,97.1,0,0,0
NVME-10246,Seagate,FireCuda 530,1.1.2,83.6,847.53,904.49,39896,0,3,70.6,92.9,1,2,1
NVME-10247,Intel,670p,1.0.0,35.9,1385.54,1596.63,33907,1,0,100.0,88.5,0,0,0
NVME-10248,Intel,670p,1.0.0,32.2,1195.12,980.28,33625,2,0,99.6,90.0,0,0,0
NVME-10249,Intel,670p,2.1.0,34.8,236.96,238.23,6297,1,0,19.7,98.0,0,0,0
NVME-10250,Samsung,980 Pro,1.1.2,34.6,1230.28,1144.45,36048,2,0,100.0,89.7,0,0,0
NVME-10251,Western Digital,SN850,3.0.5,43.3,166.52,192.76,5158,1,0,13.9,98.6,0,0,0
NVME-10252,Intel,670p,3.0.5,78.2,887.3,953.12,30241,1,12,73.9,92.6,0,2,1
NVME-10253,Seagate,FireCuda 530,3.0.5,32.4,467.91,509.33,32478,0,0,39.0,96.1,0,0,0
NVME-10254,Intel,670p,3.0.5,71.4,486.48,443.17,20019,1,14,40.5,95.9,0,2,1
NVME-10255,Intel,670p,2.0.1,64.8,1203.49,1412.55,39453,0,9,100.0,90.0,0,2,1
NVME-10256,Seagate,FireCuda 530,2.0.1,30.4,733.43,728.27,386,0,11,61.1,93.9,1,5,1
NVME-10257,Seagate,FireCuda 530,1.0.0,37.7,1110.44,841.09,24836,1,47,92.5,4.1,1,1,1
NVME-10258,Western Digital,SN850,2.1.0,43.4,407.32,342.15,10593,0,0,33.9,96.6,0,0,0
NVME-10259,Crucial,P5 Plus,2.1.0,35.0,144.79,121.16,13615,0,0,12.1,98.8,0,0,0
NVME-10260,Crucial,P5 Plus,1.1.2,33.9,1316.53,124.4,2904,1,23,100.0,1.8,1,1,1
NVME-10261,Intel,670p,1.1.2,66.3,265.02,269.52,5597,0,5,22.1,97.8,0,2,1
NVME-10262,Seagate,FireCuda 530,1.0.0,36.2,1224.9,1333.75,32407,1,41,100.0,1.3,1,1,1
NVME-10263,Seagate,FireCuda 530,1.1.2,31.4,404.11,443.17,23981,0,0,33.7,96.6,0,0,0
NVME-10264,Samsung,980 Pro,2.1.0,31.2,171.26,153.95,6339,1,0,14.3,98.6,0,0,0
NVME-10265,Intel,670p,1.1.2,36.9,637.05,666.06,35673,16,1,53.1,94.7,0,3,1
NVME-10266,Western Digital,SN850,2.0.1,35.2,158.27,142.37,4126,0,0,13.2,98.7,0,0,0
NVME-10267,Western Digital,SN850,2.0.1,44.1,24.57,27.56,1039,1,0,2.0,99.8,0,0,0
NVME-10268,Western Digital,SN850,2.1.0,24.3,1651.86,1337.61,35169,0,0,100.0,86.2,0,0,0
NVME-10269,Seagate,FireCuda 530,3.0.5,34.3,238.44,252.96,8780,1,0,19.9,98.0,0,0,0
NVME-10270,Samsung,980 Pro,2.1.0,39.2,210.35,224.7,7471,0,0,17.5,98.2,0,0,0
NVME-10271,Intel,670p,3.0.5,31.8,788.79,790.83,39628,1,0,65.7,93.4,0,0,0
NVME-10272,Samsung,980 Pro,2.0.1,27.6,1165.06,114.47,4144,2,21,97.1,5.4,1,1,1
NVME-10273,Western Digital,SN850,3.0.5,33.1,1613.25,1409.48,34191,0,0,100.0,86.6,0,0,0
NVME-10274,Crucial,P5 Plus,1.0.0,36.0,185.34,187.44,16214,1,0,15.4,98.5,0,0,0
NVME-10275,Samsung,980 Pro,1.0.0,33.8,627.1,518.54,22737,0,0,52.3,94.8,0,0,0
NVME-10276,Intel,670p,2.0.1,36.6,693.28,786.61,76,0,10,57.8,94.2,1,5,1
NVME-10277,Intel,670p,1.0.0,30.8,930.46,852.26,35277,0,0,77.5,92.2,0,0,0
NVME-10278,Crucial,P5 Plus,1.0.0,28.7,130.9,148.66,12661,0,0,10.9,98.9,0,0,0
NVME-10279,Samsung,980 Pro,2.0.1,28.1,1096.07,883.63,24438,0,0,91.3,90.9,0,0,0
NVME-10280,Crucial,P5 Plus,1.0.0,34.7,57.58,66.51,1800,0,0,4.8,99.5,0,0,0
NVME-10281,Seagate,FireCuda 530,2.0.1,31.7,1106.46,1137.98,37799,44,4,92.2,90.8,1,3,1
NVME-10282,Intel,670p,2.0.1,34.6,689.5,795.66,33952,0,0,57.5,94.3,0,0,0
NVME-10283,Seagate,FireCuda 530,2.0.1,44.4,453.78,371.04,10772,1,0,37.8,96.2,0,0,0
NVME-10284,Samsung,980 Pro,2.1.0,33.9,620.35,508.51,19693,0,0,51.7,94.8,0,0,0
NVME-10285,Samsung,980 Pro,3.0.5,39.8,516.86,546.54,17876,16,6,43.1,95.7,0,3,1
NVME-10286,Crucial,P5 Plus,2.0.1,30.9,1254.76,370.22,12571,0,27,100.0,6.0,1,1,1
NVME-10287,Samsung,980 Pro,2.0.1,36.4,681.41,643.07,20395,0,0,56.8,94.3,0,0,0
NVME-10288,Western Digital,SN850,1.0.0,38.1,199.91,173.63,8389,0,47,16.7,98.3,1,4,1
NVME-10289,Western Digital,SN850,2.1.0,40.6,790.3,873.53,39989,0,0,65.9,93.4,0,0,0
NVME-10290,Crucial,P5 Plus,2.1.0,39.4,1142.21,1522.37,35916,0,7,95.2,9.1,1,1,1
NVME-10291,Seagate,FireCuda 530,3.0.5,79.6,372.36,300.62,14087,0,4,31.0,96.9,0,2,1
NVME-10292,Seagate,FireCuda 530,2.0.1,41.1,242.32,269.66,8796,1,0,20.2,98.0,0,0,0
NVME-10293,Intel,670p,1.0.0,36.0,890.12,1054.3,27477,1,0,74.2,92.6,0,0,0
NVME-10294,Samsung,980 Pro,1.1.2,38.8,162.55,174.72,4188,0,0,13.5,98.6,0,0,0
NVME-10295,Western Digital,SN850,1.0.0,68.6,198.5,212.22,16191,1,13,16.5,98.3,0,2,1
NVME-10296,Western Digital,SN850,1.1.2,31.7,1258.83,702.62,28920,0,38,100.0,8.3,1,1,1
NVME-10297,Intel,670p,3.0.5,31.1,886.37,834.42,63,1,14,73.9,92.6,1,5,1
NVME-10298,Seagate,FireCuda 530,1.1.2,35.7,130.42,128.17,374,2,5,10.9,98.9,1,5,1
NVME-10299,Seagate,FireCuda 530,1.0.0,41.8,541.15,460.48,34809,0,0,45.1,95.5,0,0,0
NVME-10300,Crucial,P5 Plus,3.0.5,29.5,1105.41,1029.25,30954,1,0,92.1,90.8,0,0,0
NVME-10301,Crucial,P5 Plus,2.0.1,32.5,605.07,486.44,37522,0,25,50.4,95.0,1,4,1
NVME-10302,Western Digital,SN850,1.1.2,33.3,121.0,110.47,5204,0,0,10.1,99.0,0,0,0
NVME-10303,Crucial,P5 Plus,1.1.2,35.9,435.62,403.17,14795,0,0,36.3,96.4,0,0,0
NVME-10304,Samsung,980 Pro,1.1.2,40.6,203.12,221.78,4229,0,0,16.9,98.3,0,0,0
NVME-10305,Crucial,P5 Plus,3.0.5,41.4,593.07,706.01,17738,0,12,49.4,95.1,1,4,1
NVME-10306,Intel,670p,2.1.0,41.3,873.51,834.67,17635,0,0,72.8,92.7,0,0,0
NVME-10307,Crucial,P5 Plus,2.1.0,36.7,433.82,432.92,24179,1,0,36.2,96.4,0,0,0
NVME-10308,Western Digital,SN850,2.0.1,24.7,29.01,26.83,732,27,7,2.4,99.8,1,3,1
NVME-10309,Intel,670p,3.0.5,33.9,171.08,156.25,4726,0,0,14.3,98.6,0,0,0
NVME-10310,Intel,670p,2.0.1,33.2,1536.19,1602.91,343,1,5,100.0,87.2,1,5,1
NVME-10311,Seagate,FireCuda 530,2.1.0,37.5,927.13,891.59,24632,1,0,77.3,92.3,0,0,0
NVME-10312,Intel,670p,2.0.1,43.9,21.25,19.6,1457,1,0,1.8,99.8,0,0,0
NVME-10313,Seagate,FireCuda 530,2.0.1,37.2,480.56,556.61,26891,0,0,40.0,96.0,0,0,0
NVME-10314,Seagate,FireCuda 530,2.1.0,38.7,1084.68,581.68,19986,2,35,90.4,6.9,1,1,1
NVME-10315,Seagate,FireCuda 530,3.0.5,44.1,332.59,372.85,7799,0,0,27.7,97.2,0,0,0
NVME-10316,Crucial,P5 Plus,1.0.0,38.9,133.94,112.23,11533,0,0,11.2,98.9,0,0,0
NVME-10317,Samsung,980 Pro,2.0.1,30.5,137.98,126.32,2768,0,0,11.5,98.9,0,0,0
NVME-10318,Samsung,980 Pro,3.0.5,37.1,1261.86,177.07,13399,0,17,100.0,2.9,1,1,1
NVME-10319,Seagate,FireCuda 530,2.0.1,31.2,773.99,735.99,72,1,2,64.5,93.6,1,5,1
NVME-10320,Western Digital,SN850,2.1.0,88.7,558.97,601.15,39239,3,3,46.6,95.3,1,2,1
NVME-10321,Intel,670p,2.0.1,36.5,670.63,740.76,13681,0,0,55.9,94.4,0,0,0
NVME-10322,Crucial,P5 Plus,3.0.5,29.0,1140.78,408.78,21075,0,9,95.1,1.0,1,1,1
NVME-10323,Western Digital,SN850,2.0.1,26.3,1044.81,926.18,28409,0,0,87.1,91.3,0,0,0
NVME-10324,Seagate,FireCuda 530,2.1.0,30.4,1332.52,1447.73,31636,0,0,100.0,88.9,0,0,0
NVME-10325,Crucial,P5 Plus,1.0.0,33.1,733.4,732.72,39843,0,0,61.1,93.9,0,0,0
NVME-10326,Crucial,P5 Plus,2.1.0,30.9,433.56,451.73,12801,16,4,36.1,96.4,0,3,1
NVME-10327,Western Digital,SN850,2.0.1,38.0,110.93,111.37,2795,0,0,9.2,99.1,0,0,0
NVME-10328,Samsung,980 Pro,3.0.5,47.7,25.01,29.77,1067,20,5,2.1,99.8,0,3,1
NVME-10329,Western Digital,SN850,2.1.0,37.9,1278.85,1018.1,27731,0,43,100.0,4.8,1,1,1
NVME-10330,Intel,670p,2.1.0,37.3,951.47,1139.16,23452,1,0,79.3,92.1,0,0,0
NVME-10331,Western Digital,SN850,2.0.1,71.3,279.85,257.31,10834,2,12,23.3,97.7,0,2,1
NVME-10332,Crucial,P5 Plus,1.0.0,33.6,350.93,396.6,27851,0,0,29.2,97.1,0,0,0
NVME-10333,Crucial,P5 Plus,3.0.5,28.0,988.14,1084.73,34570,1,0,82.3,91.8,0,0,0
NVME-10334,Intel,670p,1.1.2,38.5,925.9,912.05,31434,2,0,77.2,92.3,0,0,0
NVME-10335,Seagate,FireCuda 530,1.1.2,34.7,1553.55,1746.92,38723,0,0,100.0,87.1,0,0,0
NVME-10336,Western Digital,SN850,2.1.0,43.0,756.53,710.54,17457,1,0,63.0,93.7,0,0,0
NVME-10337,Seagate,FireCuda 530,1.0.0,34.7,1748.77,1652.08,39988,0,0,100.0,85.4,0,0,0
NVME-10338,Intel,670p,3.0.5,36.2,1253.63,1227.97,28159,38,4,100.0,89.6,1,3,1
NVME-10339,Samsung,980 Pro,1.1.2,57.3,593.05,514.95,23233,0,3,49.4,95.1,0,2,1
NVME-10340,Intel,670p,3.0.5,43.7,297.55,336.78,338,0,13,24.8,97.5,1,5,1
NVME-10341,Samsung,980 Pro,2.1.0,31.1,174.95,190.04,3616,1,49,14.6,98.5,1,4,1
NVME-10342,Intel,670p,3.0.5,36.0,558.22,635.54,12686,0,0,46.5,95.3,0,0,0
NVME-10343,Intel,670p,2.1.0,31.5,1319.31,345.67,34032,0,39,100.0,4.5,1,1,1
NVME-10344,Crucial,P5 Plus,1.1.2,34.4,79.07,81.31,1927,1,0,6.6,99.3,0,0,0
NVME-10345,Intel,670p,2.1.0,33.0,149.0,177.96,10153,0,0,12.4,98.8,0,0,0
NVME-10346,Samsung,980 Pro,3.0.5,31.2,1188.02,220.53,7971,2,31,99.0,6.7,1,1,1
NVME-10347,Seagate,FireCuda 530,3.0.5,26.7,1138.07,64.6,2131,1,22,94.8,6.7,1,1,1
NVME-10348,Samsung,980 Pro,2.0.1,73.9,844.49,723.43,17667,1,8,70.4,93.0,0,2,1
NVME-10349,Intel,670p,1.0.0,36.5,757.62,895.0,21312,0,0,63.1,93.7,0,0,0
NVME-10350,Seagate,FireCuda 530,2.0.1,31.4,17.21,14.95,620,2,0,1.4,99.9,0,0,0
NVME-10351,Samsung,980 Pro,1.1.2,30.4,1261.69,1010.88,26149,0,0,100.0,89.5,0,0,0
NVME-10352,Samsung,980 Pro,2.1.0,33.7,880.79,786.22,28826,0,0,73.4,92.7,0,0,0
NVME-10353,Crucial,P5 Plus,3.0.5,35.9,155.52,182.8,5410,0,0,13.0,98.7,0,0,0
NVME-10354,Crucial,P5 Plus,1.1.2,77.1,900.6,873.39,39771,0,7,75.0,92.5,0,2,1
NVME-10355,Western Digital,SN850,3.0.5,33.3,674.53,800.86,27637,2,0,56.2,94.4,0,0,0
NVME-10356,Western Digital,SN850,3.0.5,36.2,158.0,156.95,5949,0,0,13.2,98.7,0,0,0
NVME-10357,Intel,670p,3.0.5,29.2,489.68,497.0,18098,0,0,40.8,95.9,0,0,0
NVME-10358,Samsung,980 Pro,2.0.1,33.7,1213.69,1225.66,31256,1,45,100.0,5.8,1,1,1
NVME-10359,Western Digital,SN850,2.1.0,34.6,246.32,254.78,5458,1,0,20.5,97.9,0,0,0
NVME-10360,Seagate,FireCuda 530,2.1.0,40.0,865.61,821.86,20550,0,0,72.1,92.8,0,0,0
NVME-10361,Crucial,P5 Plus,3.0.5,29.8,95.73,102.61,3650,0,0,8.0,99.2,0,0,0
NVME-10362,Crucial,P5 Plus,2.0.1,43.9,376.16,364.03,10287,2,0,31.3,96.9,0,0,0
NVME-10363,Seagate,FireCuda 530,3.0.5,34.4,771.15,738.19,36762,0,0,64.3,93.6,0,0,0
NVME-10364,Crucial,P5 Plus,1.1.2,39.6,561.47,509.37,11235,0,0,46.8,95.3,0,0,0
NVME-10365,Crucial,P5 Plus,3.0.5,32.4,264.81,223.07,11765,0,0,22.1,97.8,0,0,0
NVME-10366,Samsung,980 Pro,1.1.2,32.8,931.39,995.0,30514,13,8,77.6,92.2,0,3,1
NVME-10367,Intel,670p,2.0.1,28.8,3.59,3.58,356,2,0,0.3,100.0,0,0,0
NVME-10368,Samsung,980 Pro,2.0.1,26.5,356.18,409.96,456,0,1,29.7,97.0,1,5,1
NVME-10369,Western Digital,SN850,1.1.2,74.5,1457.68,1464.38,36116,1,13,100.0,87.9,0,2,1
NVME-10370,Seagate,FireCuda 530,2.1.0,27.4,894.62,817.14,20106,1,0,74.6,92.5,0,0,0
NVME-10371,Intel,670p,1.0.0,38.6,1066.61,1198.88,21706,0,0,88.9,91.1,0,0,0
NVME-10372,Seagate,FireCuda 530,1.1.2,83.2,507.94,491.31,20199,0,10,42.3,95.8,1,2,1
NVME-10373,Samsung,980 Pro,1.0.0,30.7,696.29,616.56,17971,0,0,58.0,94.2,0,0,0
NVME-10374,Seagate,FireCuda 530,1.1.2,34.4,304.15,288.52,9118,0,0,25.3,97.5,0,0,0
NVME-10375,Crucial,P5 Plus,1.1.2,34.1,165.22,134.53,6238,0,0,13.8,98.6,0,0,0
NVME-10376,Western Digital,SN850,2.0.1,40.0,483.64,435.71,28284,2,0,40.3,96.0,0,0,0
NVME-10377,Crucial,P5 Plus,1.1.2,35.0,46.59,40.04,1380,0,0,3.9,99.6,0,0,0
NVME-10378,Crucial,P5 Plus,3.0.5,57.8,551.12,574.54,32328,0,7,45.9,95.4,0,2,1
NVME-10379,Intel,670p,1.1.2,69.0,230.07,256.82,20955,0,9,19.2,98.1,0,2,1
NVME-10380,Crucial,P5 Plus,2.1.0,34.2,1080.86,1222.83,22940,0,0,90.1,91.0,0,0,0
NVME-10381,Samsung,980 Pro,1.0.0,43.5,316.74,261.98,10512,1,0,26.4,97.4,0,0,0
NVME-10382,Crucial,P5 Plus,1.1.2,82.0,719.04,830.95,26568,1,10,59.9,94.0,1,2,1
NVME-10383,Crucial,P5 Plus,1.0.0,36.8,1038.69,1132.87,27312,2,0,86.6,91.3,0,0,0
NVME-10384,Samsung,980 Pro,2.1.0,30.6,137.93,154.84,8557,0,0,11.5,98.9,0,0,0
NVME-10385,Crucial,P5 Plus,1.0.0,44.3,1007.37,838.12,39283,30,3,83.9,91.6,1,3,1
NVME-10386,Western Digital,SN850,3.0.5,29.0,292.51,248.46,20666,0,0,24.4,97.6,0,0,0
NVME-10387,Western Digital,SN850,2.1.0,35.1,157.8,137.19,7867,34,6,13.1,98.7,1,3,1
NVME-10388,Intel,670p,2.1.0,37.7,129.79,105.19,10135,0,0,10.8,98.9,0,0,0
NVME-10389,Samsung,980 Pro,1.0.0,27.5,1208.46,1586.18,36305,0,10,100.0,1.3,1,1,1
NVME-10390,Western Digital,SN850,3.0.5,86.6,145.18,165.96,9233,0,14,12.1,98.8,1,2,1
NVME-10391,Intel,670p,2.0.1,34.6,1230.61,507.76,18096,0,24,100.0,4.0,1,1,1
NVME-10392,Western Digital,SN850,2.1.0,34.7,305.39,302.53,20275,1,0,25.4,97.5,0,0,0
NVME-10393,Crucial,P5 Plus,1.1.2,30.8,414.24,417.88,22090,0,0,34.5,96.5,0,0,0
NVME-10394,Intel,670p,2.0.1,39.8,51.19,46.98,1470,0,0,4.3,99.6,0,0,0
NVME-10395,Crucial,P5 Plus,2.0.1,27.7,461.88,499.38,9480,0,0,38.5,96.2,0,0,0
NVME-10396,Seagate,FireCuda 530,3.0.5,39.7,1237.3,964.73,21374,0,42,100.0,5.1,1,1,1
NVME-10397,Intel,670p,3.0.5,77.3,459.92,529.14,23373,0,3,38.3,96.2,0,2,1
NVME-10398,Intel,670p,2.0.1,35.2,611.82,524.74,20485,17,7,51.0,94.9,0,3,1
NVME-10399,Intel,670p,1.0.0,31.4,345.14,338.83,24322,0,35,28.8,97.1,1,4,1
NVME-10400,Crucial,P5 Plus,2.0.1,42.8,1000.22,940.3,27812,1,0,83.4,91.7,0,0,0
NVME-10401,Western Digital,SN850,3.0.5,25.2,1188.46,1023.89,36673,2,0,99.0,90.1,0,0,0
NVME-10402,Samsung,980 Pro,3.0.5,34.9,1154.63,808.77,17722,1,8,96.2,4.0,1,1,1
NVME-10403,Seagate,FireCuda 530,2.1.0,34.7,6.21,5.77,397,0,0,0.5,99.9,0,0,0
NVME-10404,Intel,670p,2.1.0,35.3,587.57,612.65,14609,1,0,49.0,95.1,0,0,0
NVME-10405,Crucial,P5 Plus,1.0.0,35.4,160.54,141.0,5918,0,0,13.4,98.7,0,0,0
NVME-10406,Western Digital,SN850,1.0.0,33.9,1227.65,682.65,20568,0,20,100.0,5.0,1,1,1
NVME-10407,Seagate,FireCuda 530,1.0.0,41.3,8.33,9.48,247,0,0,0.7,99.9,0,0,0
NVME-10408,Seagate,FireCuda 530,2.1.0,32.3,307.21,263.9,16840,1,0,25.6,97.4,0,0,0
NVME-10409,Samsung,980 Pro,1.1.2,36.6,1468.63,1242.19,30234,0,0,100.0,87.8,0,0,0
NVME-10410,Intel,670p,2.0.1,26.9,1343.18,1077.41,31263,0,0,100.0,88.8,0,0,0
NVME-10411,Intel,670p,3.0.5,37.8,1143.5,527.27,12914,1,35,95.3,6.4,1,1,1
NVME-10412,Seagate,FireCuda 530,1.1.2,38.3,1193.17,1043.68,279,0,4,99.4,90.1,1,5,1
NVME-10413,Intel,670p,1.0.0,38.0,324.96,281.84,15765,1,0,27.1,97.3,0,0,0
NVME-10414,Intel,670p,2.1.0,38.8,296.46,309.73,353,0,19,24.7,97.5,1,5,1
NVME-10415,Crucial,P5 Plus,1.1.2,38.7,581.33,614.43,20508,1,0,48.4,95.2,0,0,0
NVME-10416,Crucial,P5 Plus,2.1.0,32.3,1237.79,1013.66,38071,0,0,100.0,89.7,0,0,0
NVME-10417,Crucial,P5 Plus,3.0.5,41.2,1216.38,1245.18,27591,0,0,100.0,89.9,0,0,0
NVME-10418,Samsung,980 Pro,2.1.0,36.6,304.85,299.76,6472,1,0,25.4,97.5,0,0,0
NVME-10419,Seagate,FireCuda 530,2.0.1,75.9,837.66,768.14,24676,1,4,69.8,93.0,0,2,1
NVME-10420,Western Digital,SN850,2.0.1,30.0,497.85,421.09,15284,1,0,41.5,95.9,0,0,0
NVME-10421,Western Digital,SN850,2.1.0,40.3,800.37,870.66,28411,0,0,66.7,93.3,0,0,0
NVME-10422,Samsung,980 Pro,3.0.5,56.9,1252.79,1071.52,25367,0,10,100.0,89.6,0,2,1
NVME-10423,Seagate,FireCuda 530,1.1.2,26.8,565.05,676.18,20702,1,0,47.1,95.3,0,0,0
NVME-10424,Seagate,FireCuda 530,1.1.2,37.6,1306.62,1185.89,33592,0,28,100.0,7.7,1,1,1
NVME-10425,Crucial,P5 Plus,1.1.2,34.2,521.82,493.56,11051,1,0,43.5,95.7,0,0,0
NVME-10426,Intel,670p,3.0.5,39.9,165.97,167.51,4284,0,0,13.8,98.6,0,0,0
NVME-10427,Samsung,980 Pro,1.0.0,37.3,1124.23,1256.75,28222,1,14,93.7,90.6,1,4,1
NVME-10428,Intel,670p,2.1.0,29.1,116.12,115.56,9042,1,0,9.7,99.0,0,0,0
NVME-10429,Samsung,980 Pro,2.1.0,44.9,155.54,182.71,11564,0,0,13.0,98.7,0,0,0
NVME-10430,Crucial,P5 Plus,2.0.1,32.4,236.02,264.31,4998,38,7,19.7,98.0,1,3,1
NVME-10431,Seagate,FireCuda 530,1.0.0,29.5,811.19,779.43,24959,11,1,67.6,93.2,0,3,1
NVME-10432,Intel,670p,1.0.0,38.1,1342.06,1577.78,35721,0,0,100.0,88.8,0,0,0
NVME-10433,Crucial,P5 Plus,3.0.5,43.1,1271.02,923.81,27587,0,33,100.0,3.6,1,1,1
NVME-10434,Crucial,P5 Plus,1.1.2,35.1,312.61,301.49,7942,0,0,26.1,97.4,0,0,0
NVME-10435,Samsung,980 Pro,3.0.5,37.8,520.15,529.19,16373,0,0,43.3,95.7,0,0,0
NVME-10436,Western Digital,SN850,2.1.0,74.5,938.93,978.35,19848,1,10,78.2,92.2,0,2,1
NVME-10437,Western Digital,SN850,2.0.1,34.9,1111.7,285.29,13347,0,40,92.6,2.7,1,1,1
NVME-10438,Intel,670p,2.1.0,27.4,1075.06,1118.65,30827,0,0,89.6,91.0,0,0,0
NVME-10439,Seagate,FireCuda 530,3.0.5,25.4,3.51,3.75,240,1,0,0.3,100.0,0,0,0
NVME-10440,Seagate,FireCuda 530,1.0.0,27.6,0.58,0.66,12,1,61,0.0,100.0,1,4,1
NVME-10441,Samsung,980 Pro,2.0.1,29.0,1001.59,966.82,33139,1,0,83.5,91.7,0,0,0
NVME-10442,Seagate,FireCuda 530,1.0.0,35.6,91.72,98.57,3052,1,0,7.6,99.2,0,0,0
NVME-10443,Intel,670p,1.1.2,34.3,412.16,384.04,37680,0,0,34.3,96.6,0,0,0
NVME-10444,Seagate,FireCuda 530,3.0.5,31.7,794.77,760.6,25385,0,0,66.2,93.4,0,0,0
NVME-10445,Crucial,P5 Plus,2.0.1,39.5,940.66,1029.77,37095,0,0,78.4,92.2,0,0,0
NVME-10446,Seagate,FireCuda 530,2.1.0,33.9,1045.39,1143.44,37118,0,0,87.1,91.3,0,0,0
NVME-10447,Crucial,P5 Plus,2.0.1,64.9,143.55,163.13,13552,0,13,12.0,98.8,0,2,1
NVME-10448,Intel,670p,1.1.2,32.0,562.39,637.21,17924,0,0,46.9,95.3,0,0,0
NVME-10449,Crucial,P5 Plus,3.0.5,31.0,711.94,638.53,30834,0,0,59.3,94.1,0,0,0
NVME-10450,Samsung,980 Pro,2.1.0,44.9,641.46,721.19,18155,0,0,53.5,94.7,0,0,0
NVME-10451,Seagate,FireCuda 530,3.0.5,35.4,870.27,772.66,38292,1,25,72.5,92.7,1,4,1
NVME-10452,Intel,670p,1.0.0,28.3,1278.08,2254.22,39060,0,14,100.0,8.4,1,1,1
NVME-10453,Intel,670p,2.1.0,39.3,858.55,762.9,32813,0,0,71.5,92.8,0,0,0
NVME-10454,Western Digital,SN850,1.0.0,36.2,1079.21,905.88,22607,0,0,89.9,91.0,0,0,0
NVME-10455,Intel,670p,2.0.1,36.5,1291.36,149.32,13632,1,11,100.0,3.5,1,1,1
NVME-10456,Intel,670p,2.0.1,36.0,1139.97,735.37,22204,1,31,95.0,8.8,1,1,1
NVME-10457,Western Digital,SN850,3.0.5,39.1,296.66,349.15,17154,1,0,24.7,97.5,0,0,0
NVME-10458,Samsung,980 Pro,2.0.1,33.3,824.7,717.22,21209,0,0,68.7,93.1,0,0,0
NVME-10459,Seagate,FireCuda 530,2.1.0,30.2,1259.35,1245.3,27758,0,0,100.0,89.5,0,0,0
NVME-10460,Seagate,FireCuda 530,2.0.1,36.9,1331.9,1125.4,30098,0,0,100.0,88.9,0,0,0
NVME-10461,Samsung,980 Pro,1.1.2,39.5,130.34,147.83,3138,0,0,10.9,98.9,0,0,0
NVME-10462,Western Digital,SN850,1.0.0,35.6,289.82,237.66,7552,11,5,24.2,97.6,0,3,1
NVME-10463,Western Digital,SN850,2.1.0,30.0,551.93,452.59,31233,35,3,46.0,95.4,1,3,1
NVME-10464,Seagate,FireCuda 530,1.1.2,32.5,102.89,115.77,2278,1,0,8.6,99.1,0,0,0
NVME-10465,Intel,670p,3.0.5,35.6,900.1,754.01,23205,1,0,75.0,92.5,0,0,0
NVME-10466,Seagate,FireCuda 530,1.0.0,81.1,89.0,101.16,5170,0,11,7.4,99.3,1,2,1
NVME-10467,Samsung,980 Pro,1.0.0,35.2,1192.27,372.51,21396,1,33,99.4,6.4,1,1,1
NVME-10468,Western Digital,SN850,3.0.5,27.9,6.22,6.51,335,0,0,0.5,99.9,0,0,0
NVME-10469,Intel,670p,1.0.0,38.9,848.62,960.18,31089,1,0,70.7,92.9,0,0,0
NVME-10470,Samsung,980 Pro,1.0.0,32.6,254.76,234.0,11632,1,63,21.2,97.9,1,4,1
NVME-10471,Western Digital,SN850,2.1.0,41.3,8.94,7.69,580,2,25,0.7,99.9,1,4,1
NVME-10472,Crucial,P5 Plus,3.0.5,74.0,258.57,296.97,10257,1,5,21.5,97.8,0,2,1
NVME-10473,Samsung,980 Pro,1.0.0,43.7,1112.47,1015.64,28625,1,0,92.7,90.7,0,0,0
NVME-10474,Intel,670p,1.0.0,32.2,120.08,110.05,450,1,15,10.0,99.0,1,5,1
NVME-10475,Samsung,980 Pro,2.1.0,33.4,98.08,98.14,3998,0,0,8.2,99.2,0,0,0
NVME-10476,Intel,670p,3.0.5,32.4,213.92,207.73,263,1,18,17.8,98.2,1,5,1
NVME-10477,Crucial,P5 Plus,1.0.0,45.6,431.77,360.71,15124,1,0,36.0,96.4,0,0,0
NVME-10478,Intel,670p,2.1.0,31.0,826.31,867.21,21785,0,0,68.9,93.1,0,0,0
NVME-10479,Western Digital,SN850,3.0.5,35.3,898.4,860.84,28815,0,0,74.9,92.5,0,0,0
NVME-10480,Crucial,P5 Plus,2.0.1,32.2,559.98,486.6,11391,0,0,46.7,95.3,0,0,0
NVME-10481,Western Digital,SN850,1.1.2,24.1,915.71,1041.97,226,0,9,76.3,92.4,1,5,1
NVME-10482,Samsung,980 Pro,2.0.1,31.6,1174.56,99.51,2778,0,26,97.9,4.5,1,1,1
NVME-10483,Crucial,P5 Plus,2.0.1,30.3,221.83,242.53,415,1,10,18.5,98.2,1,5,1
